"REVIEW_ID","ITEM_ID","LABEL"
"NDC-SOLES","pubmed-31336728",0
"NDC-SOLES","pubmed-19799873",1
"NDC-SOLES","pubmed-29288796",1
"NDC-SOLES","pubmed-28819903",0
"NDC-SOLES","pubmed-23318275",0
"NDC-SOLES","pubmed-19822762",1
"NDC-SOLES","scopus-44949101607",0
"NDC-SOLES","scopus-0038172649",0
"NDC-SOLES","pubmed-22000581",0
"NDC-SOLES","pubmed-33726803",1
"NDC-SOLES","pubmed-33993268",0
"NDC-SOLES","wos-000347586300018",0
"NDC-SOLES","pubmed-19211884",1
"NDC-SOLES","pubmed-32992127",0
"NDC-SOLES","pubmed-17728320",1
"NDC-SOLES","pubmed-23479461",0
"NDC-SOLES","wos-000349272000013",0
"NDC-SOLES","pubmed-19640847",1
"NDC-SOLES","pubmed-24598713",1
"NDC-SOLES","wos-000336507100005",0
"NDC-SOLES","pubmed-18172875",0
"NDC-SOLES","pubmed-36240494",0
"NDC-SOLES","scopus-85061123195",0
"NDC-SOLES","pubmed-28282235",0
"NDC-SOLES","pubmed-33987369",0
"NDC-SOLES","scopus-0030851734",0
"NDC-SOLES","pubmed-27472223",1
"NDC-SOLES","pubmed-25444158",1
"NDC-SOLES","pubmed-14642440",0
"NDC-SOLES","pubmed-22542945",0
"NDC-SOLES","pubmed-31806371",0
"NDC-SOLES","pubmed-25891414",0
"NDC-SOLES","pubmed-35398176",0
"NDC-SOLES","scopus-33646945321",0
"NDC-SOLES","pubmed-33347690",1
"NDC-SOLES","pubmed-25568131",1
"NDC-SOLES","pubmed-32680528",0
"NDC-SOLES","scopus-85042498991",0
"NDC-SOLES","pubmed-19000280",0
"NDC-SOLES","scopus-0033848981",0
"NDC-SOLES","pubmed-27874262",0
"NDC-SOLES","wos-000487122400002",0
"NDC-SOLES","pubmed-24995986",1
"NDC-SOLES","scopus-0041825240",0
"NDC-SOLES","pubmed-17640909",0
"NDC-SOLES","pubmed-15806173",0
"NDC-SOLES","wos-000295003100003",0
"NDC-SOLES","pubmed-22363643",0
"NDC-SOLES","wos-000631611400001",0
"NDC-SOLES","pubmed-18815803",0
"NDC-SOLES","pubmed-19633169",0
"NDC-SOLES","scopus-67649396127",0
"NDC-SOLES","pubmed-27353968",0
"NDC-SOLES","pubmed-29538625",1
"NDC-SOLES","pubmed-15379447",0
"NDC-SOLES","pubmed-11998247",0
"NDC-SOLES","pubmed-12086644",1
"NDC-SOLES","wos-000189395300519",0
"NDC-SOLES","pubmed-33758193",1
"NDC-SOLES","pubmed-29531362",1
"NDC-SOLES","pubmed-16051982",0
"NDC-SOLES","scopus-85041224803",0
"NDC-SOLES","pubmed-16672647",0
"NDC-SOLES","pubmed-25229720",0
"NDC-SOLES","pubmed-27812326",1
"NDC-SOLES","scopus-85090339831",0
"NDC-SOLES","pubmed-29977282",1
"NDC-SOLES","scopus-79960045681",0
"NDC-SOLES","pubmed-24211371",1
"NDC-SOLES","pubmed-16023090",0
"NDC-SOLES","pubmed-33785408",0
"NDC-SOLES","pubmed-32442403",0
"NDC-SOLES","pubmed-21832029",0
"NDC-SOLES","pubmed-35059975",0
"NDC-SOLES","pubmed-19605904",0
"NDC-SOLES","pubmed-25829446",0
"NDC-SOLES","pubmed-32554223",0
"NDC-SOLES","pubmed-23298182",1
"NDC-SOLES","pubmed-11463512",0
"NDC-SOLES","wos-000182989300002",0
"NDC-SOLES","pubmed-25693964",1
"NDC-SOLES","pubmed-32702654",0
"NDC-SOLES","pubmed-34021030",1
"NDC-SOLES","pubmed-11823444",1
"NDC-SOLES","pubmed-32421368",0
"NDC-SOLES","wos-000237017200012",0
"NDC-SOLES","pubmed-33385943",0
"NDC-SOLES","pubmed-30344048",1
"NDC-SOLES","pubmed-29901068",0
"NDC-SOLES","pubmed-22763451",1
"NDC-SOLES","pubmed-28088493",0
"NDC-SOLES","wos-000711422700019",0
"NDC-SOLES","pubmed-29651330",1
"NDC-SOLES","pubmed-12761339",0
"NDC-SOLES","pubmed-36368650",0
"NDC-SOLES","pubmed-11838710",0
"NDC-SOLES","pubmed-23703963",1
"NDC-SOLES","pubmed-16826366",0
"NDC-SOLES","wos-000345893300012",0
"NDC-SOLES","pubmed-19196994",1
"NDC-SOLES","pubmed-18534255",0
"NDC-SOLES","wos-000303333500015",0
"NDC-SOLES","pubmed-24038377",0
"NDC-SOLES","pubmed-17725845",0
"NDC-SOLES","pubmed-16818619",0
"NDC-SOLES","pubmed-32923721",0
"NDC-SOLES","pubmed-28114293",1
"NDC-SOLES","scopus-0033673416",0
"NDC-SOLES","pubmed-9442260",0
"NDC-SOLES","pubmed-24023755",1
"NDC-SOLES","pubmed-26983878",0
"NDC-SOLES","pubmed-35952672",0
"NDC-SOLES","scopus-47949092321",0
"NDC-SOLES","pubmed-32294447",1
"NDC-SOLES","pubmed-18727048",0
"NDC-SOLES","pubmed-28281184",0
"NDC-SOLES","pubmed-36324654",1
"NDC-SOLES","pubmed-26733807",1
"NDC-SOLES","pubmed-28632203",0
"NDC-SOLES","scopus-85076096383",0
"NDC-SOLES","pubmed-28993314",1
"NDC-SOLES","pubmed-23155407",0
"NDC-SOLES","pubmed-29019980",1
"NDC-SOLES","pubmed-25280786",0
"NDC-SOLES","wos-000171413400020",0
"NDC-SOLES","pubmed-10226932",0
"NDC-SOLES","scopus-84875722648",0
"NDC-SOLES","pubmed-32984278",0
"NDC-SOLES","pubmed-9462754",0
"NDC-SOLES","pubmed-34908527",0
"NDC-SOLES","pubmed-27058611",0
"NDC-SOLES","pubmed-25061506",1
"NDC-SOLES","wos-000390311900012",0
"NDC-SOLES","pubmed-29028156",1
"NDC-SOLES","scopus-33947410259",0
"NDC-SOLES","pubmed-10555141",1
"NDC-SOLES","pubmed-33871180",1
"NDC-SOLES","wos-000279442400006",0
"NDC-SOLES","wos-000170863100003",0
"NDC-SOLES","pubmed-31611379",1
"NDC-SOLES","pubmed-20392952",1
"NDC-SOLES","wos-000208443703061",1
"NDC-SOLES","pubmed-9737963",0
"NDC-SOLES","pubmed-25069822",0
"NDC-SOLES","pubmed-27912058",1
"NDC-SOLES","pubmed-21865553",0
"NDC-SOLES","pubmed-18345003",0
"NDC-SOLES","pubmed-22024356",0
"NDC-SOLES","scopus-85093116800",0
"NDC-SOLES","pubmed-7672014",0
"NDC-SOLES","scopus-34548078977",0
"NDC-SOLES","pubmed-27151262",0
"NDC-SOLES","wos-000596508400010",0
"NDC-SOLES","pubmed-23195424",0
"NDC-SOLES","pubmed-9501236",0
"NDC-SOLES","pubmed-15817195",0
"NDC-SOLES","pubmed-11857399",0
"NDC-SOLES","pubmed-31045243",1
"NDC-SOLES","scopus-0034828299",0
"NDC-SOLES","pubmed-22019944",0
"NDC-SOLES","pubmed-25317690",0
"NDC-SOLES","pubmed-26984280",0
"NDC-SOLES","scopus-85079390378",0
"NDC-SOLES","scopus-79955711142",0
"NDC-SOLES","pubmed-23268962",1
"NDC-SOLES","pubmed-34987552",0
"NDC-SOLES","pubmed-31965577",0
"NDC-SOLES","wos-000823159800001",0
"NDC-SOLES","scopus-85034649233",0
"NDC-SOLES","wos-000088106600001",0
"NDC-SOLES","pubmed-8021664",0
"NDC-SOLES","scopus-85046729603",0
"NDC-SOLES","pubmed-20724660",0
"NDC-SOLES","pubmed-30920436",1
"NDC-SOLES","pubmed-20882401",1
"NDC-SOLES","pubmed-19627984",1
"NDC-SOLES","pubmed-32879325",1
"NDC-SOLES","pubmed-23136410",0
"NDC-SOLES","pubmed-29933371",1
"NDC-SOLES","pubmed-18037993",0
"NDC-SOLES","pubmed-27354901",0
"NDC-SOLES","wos-000575272900001",0
"NDC-SOLES","pubmed-8723838",0
"NDC-SOLES","pubmed-15325130",0
"NDC-SOLES","pubmed-8742048",0
"NDC-SOLES","pubmed-16314485",0
"NDC-SOLES","wos-000240973700014",0
"NDC-SOLES","pubmed-7483906",0
"NDC-SOLES","pubmed-24726472",1
"NDC-SOLES","pubmed-22183833",0
"NDC-SOLES","pubmed-23114210",0
"NDC-SOLES","pubmed-16465494",0
"NDC-SOLES","pubmed-29615404",0
"NDC-SOLES","wos-000431188500721",0
"NDC-SOLES","pubmed-33993886",0
"NDC-SOLES","pubmed-9363793",0
"NDC-SOLES","wos-000349454200127",0
"NDC-SOLES","pubmed-30017425",0
"NDC-SOLES","pubmed-15755515",1
"NDC-SOLES","scopus-85066855452",0
"NDC-SOLES","pubmed-31600191",1
"NDC-SOLES","pubmed-27835684",0
"NDC-SOLES","scopus-85112620340",0
"NDC-SOLES","pubmed-26032619",0
"NDC-SOLES","pubmed-24736721",0
"NDC-SOLES","pubmed-24129198",0
"NDC-SOLES","pubmed-17108004",0
"NDC-SOLES","pubmed-23152497",0
"NDC-SOLES","pubmed-11534866",0
"NDC-SOLES","wos-000458074300001",0
"NDC-SOLES","pubmed-27107344",0
"NDC-SOLES","pubmed-21856714",1
"NDC-SOLES","pubmed-22260342",0
"NDC-SOLES","pubmed-34973391",0
"NDC-SOLES","scopus-84923196206",0
"NDC-SOLES","pubmed-22623674",0
"NDC-SOLES","pubmed-9676829",0
"NDC-SOLES","pubmed-21669931",1
"NDC-SOLES","pubmed-29071012",0
"NDC-SOLES","pubmed-20171185",0
"NDC-SOLES","pubmed-27510895",1
"NDC-SOLES","pubmed-29414524",0
"NDC-SOLES","scopus-85090564909",0
"NDC-SOLES","wos-000754863300001",0
"NDC-SOLES","scopus-85088811502",0
"NDC-SOLES","pubmed-18832330",1
"NDC-SOLES","pubmed-27914789",0
"NDC-SOLES","pubmed-26768400",0
"NDC-SOLES","pubmed-20420385",0
"NDC-SOLES","pubmed-29754170",0
"NDC-SOLES","pubmed-8300192",0
"NDC-SOLES","pubmed-26687841",1
"NDC-SOLES","pubmed-34309811",0
"NDC-SOLES","pubmed-26907807",0
"NDC-SOLES","pubmed-26908602",1
"NDC-SOLES","pubmed-30307084",0
"NDC-SOLES","scopus-33748639740",0
"NDC-SOLES","pubmed-24477985",0
"NDC-SOLES","pubmed-24146019",0
"NDC-SOLES","pubmed-29540737",0
"NDC-SOLES","pubmed-20300527",1
"NDC-SOLES","pubmed-33202683",0
"NDC-SOLES","pubmed-29920279",1
"NDC-SOLES","scopus-85051102245",0
"NDC-SOLES","pubmed-24700193",0
"NDC-SOLES","wos-000222239900002",0
"NDC-SOLES","scopus-85078333176",0
"NDC-SOLES","pubmed-25981743",1
"NDC-SOLES","scopus-84930427217",0
"NDC-SOLES","wos-000439244300001",0
"NDC-SOLES","pubmed-34494546",0
"NDC-SOLES","scopus-33746834540",0
"NDC-SOLES","pubmed-32343869",0
"NDC-SOLES","pubmed-26482541",0
"NDC-SOLES","pubmed-23441094",1
"NDC-SOLES","wos-000387850100006",0
"NDC-SOLES","wos-000680010500001",0
"NDC-SOLES","scopus-70350151551",0
"NDC-SOLES","pubmed-19101990",0
"NDC-SOLES","pubmed-20091783",0
"NDC-SOLES","scopus-84857221472",0
"NDC-SOLES","pubmed-36050860",0
"NDC-SOLES","pubmed-17889286",0
"NDC-SOLES","pubmed-31120883",0
"NDC-SOLES","pubmed-26427907",1
"NDC-SOLES","pubmed-19243448",1
"NDC-SOLES","pubmed-25533347",1
"NDC-SOLES","pubmed-15748850",1
"NDC-SOLES","wos-000557955600009",0
"NDC-SOLES","wos-000182680300036",0
"NDC-SOLES","pubmed-16199166",1
"NDC-SOLES","pubmed-27402431",0
"NDC-SOLES","pubmed-15019942",0
"NDC-SOLES","pubmed-25416276",0
"NDC-SOLES","pubmed-35610565",0
"NDC-SOLES","pubmed-11520547",0
"NDC-SOLES","pubmed-28681918",0
"NDC-SOLES","pubmed-28960670",0
"NDC-SOLES","pubmed-20957047",0
"NDC-SOLES","wos-000324929700020",0
"NDC-SOLES","pubmed-29184203",1
"NDC-SOLES","pubmed-29402324",0
"NDC-SOLES","scopus-0029882080",0
"NDC-SOLES","pubmed-29417472",0
"NDC-SOLES","pubmed-35250568",0
"NDC-SOLES","pubmed-23867821",0
"NDC-SOLES","pubmed-27142139",0
"NDC-SOLES","pubmed-32994505",1
"NDC-SOLES","pubmed-31736268",0
"NDC-SOLES","pubmed-33501714",0
"NDC-SOLES","pubmed-36172274",0
"NDC-SOLES","wos-000388468800030",0
"NDC-SOLES","pubmed-18544893",0
"NDC-SOLES","wos-000231226300012",0
"NDC-SOLES","pubmed-34247447",0
"NDC-SOLES","pubmed-16540584",0
"NDC-SOLES","pubmed-22134901",0
"NDC-SOLES","pubmed-34909687",0
"NDC-SOLES","scopus-0033216155",0
"NDC-SOLES","pubmed-32072336",1
"NDC-SOLES","pubmed-33976205",1
"NDC-SOLES","pubmed-27419661",0
"NDC-SOLES","wos-000285546400004",0
"NDC-SOLES","pubmed-15351775",1
"NDC-SOLES","pubmed-20079361",0
"NDC-SOLES","wos-000247395800018",0
"NDC-SOLES","pubmed-28555070",0
"NDC-SOLES","wos-000419972400014",0
"NDC-SOLES","pubmed-36343095",0
"NDC-SOLES","pubmed-25203062",0
"NDC-SOLES","pubmed-25511699",0
"NDC-SOLES","pubmed-16288458",0
"NDC-SOLES","pubmed-20147533",0
"NDC-SOLES","pubmed-22328498",0
"NDC-SOLES","pubmed-30668980",0
"NDC-SOLES","wos-000278393800011",0
"NDC-SOLES","pubmed-30952062",0
"NDC-SOLES","wos-000291388700040",0
"NDC-SOLES","pubmed-24312033",1
"NDC-SOLES","scopus-85058542649",0
"NDC-SOLES","scopus-84905503311",0
"NDC-SOLES","pubmed-28445388",0
"NDC-SOLES","pubmed-27905510",0
"NDC-SOLES","pubmed-12000121",0
"NDC-SOLES","pubmed-32755644",0
"NDC-SOLES","pubmed-30705426",1
"NDC-SOLES","pubmed-25811370",0
"NDC-SOLES","pubmed-27871891",0
"NDC-SOLES","pubmed-19081794",0
"NDC-SOLES","pubmed-10755271",0
"NDC-SOLES","pubmed-22021912",1
"NDC-SOLES","scopus-68849116786",0
"NDC-SOLES","scopus-85050871446",0
"NDC-SOLES","pubmed-11257312",0
"NDC-SOLES","pubmed-26819276",0
"NDC-SOLES","pubmed-23850245",0
"NDC-SOLES","pubmed-35303947",1
"NDC-SOLES","pubmed-23234723",0
"NDC-SOLES","scopus-43949131039",0
"NDC-SOLES","pubmed-26300453",0
"NDC-SOLES","pubmed-27162482",0
"NDC-SOLES","pubmed-30455454",1
"NDC-SOLES","pubmed-20165695",0
"NDC-SOLES","pubmed-15670775",0
"NDC-SOLES","pubmed-10338290",0
"NDC-SOLES","pubmed-19587282",1
"NDC-SOLES","pubmed-17983354",0
"NDC-SOLES","pubmed-17196184",0
"NDC-SOLES","pubmed-17237784",0
"NDC-SOLES","pubmed-23436049",1
"NDC-SOLES","pubmed-20851574",0
"NDC-SOLES","pubmed-22343140",1
"NDC-SOLES","pubmed-27568567",1
"NDC-SOLES","pubmed-23175819",1
"NDC-SOLES","wos-000499683800045",0
"NDC-SOLES","scopus-0034652305",0
"NDC-SOLES","pubmed-28973338",0
"NDC-SOLES","pubmed-28576854",0
"NDC-SOLES","pubmed-35481074",0
"NDC-SOLES","pubmed-18814855",0
"NDC-SOLES","pubmed-17878293",0
"NDC-SOLES","pubmed-18778693",1
"NDC-SOLES","pubmed-29872062",1
"NDC-SOLES","pubmed-25451118",0
"NDC-SOLES","pubmed-9537840",0
"NDC-SOLES","pubmed-30466882",1
"NDC-SOLES","pubmed-33994524",0
"NDC-SOLES","pubmed-24305720",0
"NDC-SOLES","pubmed-12665569",0
"NDC-SOLES","pubmed-10331989",0
"NDC-SOLES","pubmed-31318658",0
"NDC-SOLES","pubmed-34143952",0
"NDC-SOLES","pubmed-24681195",1
"NDC-SOLES","pubmed-27010367",0
"NDC-SOLES","pubmed-24036472",0
"NDC-SOLES","pubmed-14973240",0
"NDC-SOLES","scopus-80051521553",0
"NDC-SOLES","pubmed-33876187",0
"NDC-SOLES","pubmed-18512762",0
"NDC-SOLES","pubmed-19812320",1
"NDC-SOLES","pubmed-24358452",0
"NDC-SOLES","wos-000234372500012",0
"NDC-SOLES","pubmed-10027775",0
"NDC-SOLES","pubmed-34145239",1
"NDC-SOLES","pubmed-25609613",1
"NDC-SOLES","pubmed-17319923",0
"NDC-SOLES","pubmed-9832558",1
"NDC-SOLES","pubmed-18194217",0
"NDC-SOLES","pubmed-20151365",0
"NDC-SOLES","pubmed-34078809",0
"NDC-SOLES","pubmed-31332372",1
"NDC-SOLES","pubmed-22437320",0
"NDC-SOLES","pubmed-16675393",1
"NDC-SOLES","scopus-84908249404",0
"NDC-SOLES","pubmed-10485705",1
"NDC-SOLES","pubmed-31780330",1
"NDC-SOLES","pubmed-27007844",1
"NDC-SOLES","scopus-84960848269",0
"NDC-SOLES","pubmed-16554754",1
"NDC-SOLES","wos-000406735700032",0
"NDC-SOLES","wos-000244692400007",0
"NDC-SOLES","pubmed-11226743",0
"NDC-SOLES","pubmed-28148272",0
"NDC-SOLES","pubmed-16737849",0
"NDC-SOLES","wos-000414539600018",0
"NDC-SOLES","scopus-85139731478",0
"NDC-SOLES","pubmed-11230174",1
"NDC-SOLES","pubmed-35013239",0
"NDC-SOLES","pubmed-32801156",0
"NDC-SOLES","scopus-84985942491",0
"NDC-SOLES","wos-000403384400032",0
"NDC-SOLES","pubmed-23707903",0
"NDC-SOLES","pubmed-34525371",1
"NDC-SOLES","pubmed-33839237",0
"NDC-SOLES","pubmed-34156984",1
"NDC-SOLES","pubmed-17893678",1
"NDC-SOLES","pubmed-30327976",0
"NDC-SOLES","wos-000368402200004",0
"NDC-SOLES","pubmed-27914975",0
"NDC-SOLES","pubmed-17640820",1
"NDC-SOLES","pubmed-22817866",1
"NDC-SOLES","pubmed-35115700",1
"NDC-SOLES","pubmed-29898395",1
"NDC-SOLES","wos-000394446808045",0
"NDC-SOLES","scopus-80054756422",0
"NDC-SOLES","pubmed-29765321",0
"NDC-SOLES","pubmed-34064215",1
"NDC-SOLES","scopus-84947866833",0
"NDC-SOLES","wos-000339948700010",0
"NDC-SOLES","pubmed-26019015",0
"NDC-SOLES","pubmed-9307329",0
"NDC-SOLES","pubmed-16902995",0
"NDC-SOLES","pubmed-30682205",0
"NDC-SOLES","pubmed-28165066",0
"NDC-SOLES","pubmed-30840899",1
