"REVIEW_ID","ITEM_ID","LABEL"
"NDC-SOLES","pubmed-8883893",0
"NDC-SOLES","pubmed-11553685",0
"NDC-SOLES","pubmed-29052348",1
"NDC-SOLES","pubmed-30302388",1
"NDC-SOLES","scopus-0033603491",0
"NDC-SOLES","pubmed-20400519",0
"NDC-SOLES","pubmed-24368132",0
"NDC-SOLES","pubmed-25985793",0
"NDC-SOLES","scopus-85070667809",0
"NDC-SOLES","scopus-77952885690",0
"NDC-SOLES","pubmed-26333994",1
"NDC-SOLES","pubmed-34516796",0
"NDC-SOLES","pubmed-31185211",0
"NDC-SOLES","wos-000803187600008",1
"NDC-SOLES","scopus-85019080872",0
"NDC-SOLES","wos-000076776300008",0
"NDC-SOLES","pubmed-7568099",0
"NDC-SOLES","scopus-85032965789",0
"NDC-SOLES","pubmed-19339499",0
"NDC-SOLES","pubmed-30224498",0
"NDC-SOLES","pubmed-19470613",1
"NDC-SOLES","pubmed-32879325",1
"NDC-SOLES","pubmed-33826902",1
"NDC-SOLES","pubmed-21865553",0
"NDC-SOLES","pubmed-29254219",0
"NDC-SOLES","pubmed-15862921",0
"NDC-SOLES","pubmed-26445953",0
"NDC-SOLES","wos-000572643900011",0
"NDC-SOLES","pubmed-7779409",0
"NDC-SOLES","pubmed-11060039",0
"NDC-SOLES","pubmed-7866679",0
"NDC-SOLES","pubmed-12169689",0
"NDC-SOLES","wos-000232269700006",0
"NDC-SOLES","pubmed-36084502",0
"NDC-SOLES","pubmed-22699619",1
"NDC-SOLES","pubmed-20626729",0
"NDC-SOLES","pubmed-21751912",0
"NDC-SOLES","pubmed-12443737",0
"NDC-SOLES","pubmed-28852125",0
"NDC-SOLES","wos-000427344300010",0
"NDC-SOLES","pubmed-33385943",0
"NDC-SOLES","pubmed-8742048",0
"NDC-SOLES","wos-000345220100024",0
"NDC-SOLES","pubmed-29358017",1
"NDC-SOLES","pubmed-11463512",0
"NDC-SOLES","scopus-85062586860",0
"NDC-SOLES","pubmed-33727673",1
"NDC-SOLES","pubmed-26924933",0
"NDC-SOLES","scopus-85101007775",0
"NDC-SOLES","pubmed-25117540",0
"NDC-SOLES","pubmed-23800157",0
"NDC-SOLES","pubmed-23006485",0
"NDC-SOLES","pubmed-15019942",0
"NDC-SOLES","pubmed-21949412",0
"NDC-SOLES","pubmed-27313794",1
"NDC-SOLES","wos-000449689000008",0
"NDC-SOLES","pubmed-26072958",1
"NDC-SOLES","wos-000243616000019",0
"NDC-SOLES","pubmed-20712756",0
"NDC-SOLES","pubmed-34482185",0
"NDC-SOLES","scopus-84906267311",0
"NDC-SOLES","pubmed-21147076",0
"NDC-SOLES","pubmed-9324228",0
"NDC-SOLES","pubmed-17640820",1
"NDC-SOLES","pubmed-28389999",0
"NDC-SOLES","pubmed-18726299",0
"NDC-SOLES","pubmed-26582750",0
"NDC-SOLES","pubmed-28674175",1
"NDC-SOLES","scopus-85085926085",0
"NDC-SOLES","wos-000734899000003",0
"NDC-SOLES","scopus-85083210164",0
"NDC-SOLES","pubmed-16782507",0
"NDC-SOLES","pubmed-27015604",0
"NDC-SOLES","pubmed-25681535",0
"NDC-SOLES","pubmed-19059382",0
"NDC-SOLES","pubmed-28973338",0
"NDC-SOLES","pubmed-7750506",0
"NDC-SOLES","pubmed-15351775",1
"NDC-SOLES","pubmed-33987369",0
"NDC-SOLES","pubmed-25806467",0
"NDC-SOLES","pubmed-25807484",1
"NDC-SOLES","pubmed-29615404",0
"NDC-SOLES","scopus-13944268218",0
"NDC-SOLES","pubmed-23565217",0
"NDC-SOLES","pubmed-23056544",0
"NDC-SOLES","pubmed-28840054",0
"NDC-SOLES","pubmed-21220020",1
"NDC-SOLES","pubmed-32343869",0
"NDC-SOLES","pubmed-23487788",1
"NDC-SOLES","scopus-85042498991",0
"NDC-SOLES","pubmed-23762501",0
"NDC-SOLES","wos-000189395300519",0
"NDC-SOLES","scopus-85070083039",0
"NDC-SOLES","pubmed-23621888",1
"NDC-SOLES","scopus-84908249404",0
"NDC-SOLES","wos-000438024500027",0
"NDC-SOLES","pubmed-34060082",0
"NDC-SOLES","scopus-12844274908",0
"NDC-SOLES","pubmed-31436790",0
"NDC-SOLES","pubmed-25495444",0
"NDC-SOLES","pubmed-12671524",0
"NDC-SOLES","wos-000370866400009",0
"NDC-SOLES","wos-000665815000001",0
"NDC-SOLES","scopus-54849428907",0
"NDC-SOLES","pubmed-17108004",0
"NDC-SOLES","pubmed-18534255",0
"NDC-SOLES","scopus-79958837212",0
"NDC-SOLES","pubmed-35574272",0
"NDC-SOLES","pubmed-15703211",0
"NDC-SOLES","pubmed-30455992",0
"NDC-SOLES","pubmed-25401971",0
"NDC-SOLES","pubmed-8001127",1
"NDC-SOLES","pubmed-24607885",0
"NDC-SOLES","pubmed-11454322",0
"NDC-SOLES","wos-000551794700001",0
"NDC-SOLES","wos-000176685200004",0
"NDC-SOLES","pubmed-23926248",0
"NDC-SOLES","pubmed-26468200",0
"NDC-SOLES","pubmed-10607866",0
"NDC-SOLES","pubmed-24413569",1
"NDC-SOLES","pubmed-35152537",0
"NDC-SOLES","pubmed-30557783",1
"NDC-SOLES","pubmed-28007902",0
"NDC-SOLES","pubmed-28320269",0
"NDC-SOLES","pubmed-19506242",0
"NDC-SOLES","wos-000313989500001",0
"NDC-SOLES","pubmed-27912058",1
"NDC-SOLES","pubmed-28671246",0
"NDC-SOLES","pubmed-9602127",0
"NDC-SOLES","pubmed-28681918",0
"NDC-SOLES","pubmed-34782347",0
"NDC-SOLES","pubmed-22442800",0
"NDC-SOLES","pubmed-26117713",1
"NDC-SOLES","pubmed-36323257",1
"NDC-SOLES","pubmed-30952062",0
"NDC-SOLES","pubmed-32639997",0
"NDC-SOLES","pubmed-35700633",0
"NDC-SOLES","wos-000377969500026",0
"NDC-SOLES","pubmed-16518877",0
"NDC-SOLES","wos-000225549300010",0
"NDC-SOLES","pubmed-33876187",0
"NDC-SOLES","pubmed-12665569",0
"NDC-SOLES","pubmed-20589092",0
"NDC-SOLES","pubmed-34307363",0
"NDC-SOLES","scopus-0029882080",0
"NDC-SOLES","pubmed-21423165",1
"NDC-SOLES","pubmed-33276072",0
"NDC-SOLES","pubmed-26471361",0
"NDC-SOLES","wos-000281938600006",0
"NDC-SOLES","wos-000431188500721",1
"NDC-SOLES","pubmed-18515424",0
"NDC-SOLES","wos-000240973700014",0
"NDC-SOLES","pubmed-27906019",0
"NDC-SOLES","wos-000414539600018",0
"NDC-SOLES","pubmed-35904498",0
"NDC-SOLES","pubmed-24269780",0
"NDC-SOLES","pubmed-24563821",1
"NDC-SOLES","pubmed-12168322",0
"NDC-SOLES","pubmed-18618674",0
"NDC-SOLES","pubmed-20727596",0
"NDC-SOLES","pubmed-29858515",0
"NDC-SOLES","wos-000271416900017",0
"NDC-SOLES","pubmed-30257940",0
"NDC-SOLES","wos-000284831200009",0
"NDC-SOLES","pubmed-23195424",0
"NDC-SOLES","scopus-85048990508",0
"NDC-SOLES","scopus-84883256782",0
"NDC-SOLES","pubmed-27871891",0
"NDC-SOLES","pubmed-27010367",0
"NDC-SOLES","pubmed-20927644",1
"NDC-SOLES","pubmed-31830624",0
"NDC-SOLES","pubmed-19587282",1
"NDC-SOLES","pubmed-24866706",0
"NDC-SOLES","pubmed-26940972",0
"NDC-SOLES","pubmed-17062563",0
"NDC-SOLES","pubmed-20007372",1
"NDC-SOLES","wos-000351880000181",0
"NDC-SOLES","scopus-47949092321",0
"NDC-SOLES","scopus-85041224803",0
"NDC-SOLES","pubmed-29739816",1
"NDC-SOLES","pubmed-25745860",0
"NDC-SOLES","pubmed-22401813",0
"NDC-SOLES","pubmed-26538449",1
"NDC-SOLES","pubmed-22000581",0
"NDC-SOLES","scopus-33746834540",0
"NDC-SOLES","pubmed-25278250",0
"NDC-SOLES","pubmed-26244502",0
"NDC-SOLES","pubmed-25937288",1
"NDC-SOLES","pubmed-18691368",0
"NDC-SOLES","pubmed-11237734",0
"NDC-SOLES","pubmed-20105235",1
"NDC-SOLES","pubmed-16055059",1
"NDC-SOLES","pubmed-15764699",0
"NDC-SOLES","pubmed-15046871",0
"NDC-SOLES","pubmed-15198801",0
"NDC-SOLES","pubmed-16540584",1
"NDC-SOLES","pubmed-19397936",0
"NDC-SOLES","pubmed-11967891",1
"NDC-SOLES","pubmed-25423136",1
"NDC-SOLES","pubmed-22500629",1
"NDC-SOLES","wos-000491217300011",0
"NDC-SOLES","scopus-0031057457",0
"NDC-SOLES","pubmed-28341640",0
"NDC-SOLES","pubmed-27935101",0
"NDC-SOLES","pubmed-35059975",0
"NDC-SOLES","pubmed-16716898",0
"NDC-SOLES","pubmed-15701254",0
"NDC-SOLES","pubmed-16704895",0
"NDC-SOLES","pubmed-28402856",1
"NDC-SOLES","pubmed-24505399",0
"NDC-SOLES","pubmed-8960978",0
"NDC-SOLES","pubmed-25519132",1
"NDC-SOLES","pubmed-33408038",0
"NDC-SOLES","pubmed-23155407",0
"NDC-SOLES","pubmed-20463240",1
"NDC-SOLES","pubmed-16251435",1
"NDC-SOLES","pubmed-30644360",0
"NDC-SOLES","pubmed-33768524",0
"NDC-SOLES","pubmed-30973326",1
"NDC-SOLES","pubmed-25988861",0
"NDC-SOLES","pubmed-22882455",0
"NDC-SOLES","pubmed-10553950",0
"NDC-SOLES","scopus-79251594628",0
"NDC-SOLES","pubmed-33111391",0
"NDC-SOLES","pubmed-16362527",0
"NDC-SOLES","pubmed-23664552",1
"NDC-SOLES","pubmed-23338840",0
"NDC-SOLES","wos-000227127900017",0
"NDC-SOLES","pubmed-11875047",1
"NDC-SOLES","pubmed-35726031",1
"NDC-SOLES","pubmed-30093665",1
"NDC-SOLES","pubmed-15234117",0
"NDC-SOLES","pubmed-32522805",1
"NDC-SOLES","pubmed-15979311",0
"NDC-SOLES","pubmed-18667034",0
"NDC-SOLES","pubmed-33556823",0
"NDC-SOLES","pubmed-26166566",1
"NDC-SOLES","pubmed-20882401",1
"NDC-SOLES","pubmed-25811370",0
"NDC-SOLES","scopus-84899693076",0
"NDC-SOLES","pubmed-33933000",1
"NDC-SOLES","pubmed-22343140",1
"NDC-SOLES","pubmed-20414372",1
"NDC-SOLES","scopus-84940375897",0
"NDC-SOLES","pubmed-12665573",0
"NDC-SOLES","wos-000403384400032",0
"NDC-SOLES","wos-000237752200004",0
"NDC-SOLES","pubmed-29891949",1
"NDC-SOLES","pubmed-27353968",0
"NDC-SOLES","pubmed-12923213",0
"NDC-SOLES","wos-000409859800001",0
"NDC-SOLES","scopus-85135952069",0
"NDC-SOLES","wos-000401781800012",0
"NDC-SOLES","pubmed-34580274",0
"NDC-SOLES","pubmed-31838149",1
"NDC-SOLES","scopus-84958164864",0
"NDC-SOLES","wos-000400155800007",0
"NDC-SOLES","pubmed-22281279",0
"NDC-SOLES","pubmed-21878566",1
"NDC-SOLES","pubmed-33065094",0
"NDC-SOLES","pubmed-27007844",1
"NDC-SOLES","pubmed-34494546",0
"NDC-SOLES","pubmed-29617673",0
"NDC-SOLES","wos-000364767200001",0
"NDC-SOLES","pubmed-27030752",1
"NDC-SOLES","pubmed-33093534",1
"NDC-SOLES","pubmed-21029865",0
"NDC-SOLES","pubmed-19812320",1
"NDC-SOLES","pubmed-16875466",1
"NDC-SOLES","wos-000390311900012",0
"NDC-SOLES","scopus-79954588050",0
"NDC-SOLES","pubmed-29028826",0
"NDC-SOLES","pubmed-33499731",0
"NDC-SOLES","scopus-84929484987",0
"NDC-SOLES","wos-000327883200046",0
"NDC-SOLES","pubmed-25059475",0
"NDC-SOLES","pubmed-8723838",0
"NDC-SOLES","pubmed-14602089",0
"NDC-SOLES","pubmed-29913407",0
"NDC-SOLES","pubmed-27354901",0
"NDC-SOLES","pubmed-18227507",1
