"REVIEW_ID","ITEM_ID","LABEL","Category"
"NDC-SOLES","pubmed-23236174",1,"Train"
"NDC-SOLES","pubmed-23509247",1,"Train"
"NDC-SOLES","pubmed-23487788",1,"Test"
"NDC-SOLES","pubmed-9144249",1,"Train"
"NDC-SOLES","pubmed-9108119",1,"Train"
"NDC-SOLES","pubmed-19640847",1,"Train"
"NDC-SOLES","pubmed-16467389",1,"Train"
"NDC-SOLES","pubmed-21964919",1,"Train"
"NDC-SOLES","pubmed-21856714",1,"Train"
"NDC-SOLES","pubmed-22021912",1,"Train"
"NDC-SOLES","pubmed-11555628",1,"Train"
"NDC-SOLES","pubmed-11230174",1,"Train"
"NDC-SOLES","pubmed-15351775",1,"Test"
"NDC-SOLES","pubmed-15746153",1,"Train"
"NDC-SOLES","pubmed-17728320",1,"Train"
"NDC-SOLES","pubmed-21062901",1,"Train"
"NDC-SOLES","pubmed-21558424",1,"Test"
"NDC-SOLES","pubmed-22186023",1,"Train"
"NDC-SOLES","pubmed-22215440",1,"Train"
"NDC-SOLES","pubmed-22343140",1,"Test"
"NDC-SOLES","pubmed-23026749",1,"Train"
"NDC-SOLES","pubmed-15977646",1,"Train"
"NDC-SOLES","pubmed-11297510",1,"Train"
"NDC-SOLES","pubmed-22700469",1,"Train"
"NDC-SOLES","pubmed-19243448",1,"Train"
"NDC-SOLES","pubmed-21745337",1,"Train"
"NDC-SOLES","pubmed-22989184",1,"Train"
"NDC-SOLES","pubmed-19723784",1,"Train"
"NDC-SOLES","pubmed-17720885",1,"Train"
"NDC-SOLES","pubmed-17823315",1,"Train"
"NDC-SOLES","pubmed-22956686",1,"Train"
"NDC-SOLES","pubmed-21974935",1,"Train"
"NDC-SOLES","pubmed-23220633",1,"Train"
"NDC-SOLES","pubmed-12192061",1,"Train"
"NDC-SOLES","pubmed-14966286",1,"Train"
"NDC-SOLES","pubmed-22194327",1,"Train"
"NDC-SOLES","pubmed-17986521",1,"Train"
"NDC-SOLES","pubmed-20414372",1,"Test"
"NDC-SOLES","pubmed-22067669",1,"Train"
"NDC-SOLES","pubmed-20952458",1,"Train"
"NDC-SOLES","pubmed-15949229",1,"Test"
"NDC-SOLES","pubmed-20163734",1,"Train"
"NDC-SOLES","pubmed-21167025",1,"Train"
"NDC-SOLES","pubmed-23621888",1,"Test"
"NDC-SOLES","pubmed-15342473",1,"Train"
"NDC-SOLES","pubmed-20011099",1,"Train"
"NDC-SOLES","pubmed-20300527",1,"Train"
"NDC-SOLES","pubmed-22046307",1,"Train"
"NDC-SOLES","pubmed-22412993",1,"Train"
"NDC-SOLES","pubmed-22900024",1,"Train"
"NDC-SOLES","pubmed-22916201",1,"Train"
"NDC-SOLES","pubmed-23227269",1,"Train"
"NDC-SOLES","pubmed-19587282",1,"Test"
"NDC-SOLES","pubmed-9763493",1,"Train"
"NDC-SOLES","pubmed-17913925",1,"Train"
"NDC-SOLES","pubmed-23175819",1,"Train"
"NDC-SOLES","pubmed-24259569",1,"Train"
"NDC-SOLES","pubmed-19812320",1,"Test"
"NDC-SOLES","pubmed-19261893",1,"Train"
"NDC-SOLES","pubmed-20071534",1,"Train"
"NDC-SOLES","pubmed-18272679",1,"Train"
"NDC-SOLES","pubmed-17537961",1,"Train"
"NDC-SOLES","pubmed-20392952",1,"Train"
"NDC-SOLES","pubmed-19211884",1,"Train"
"NDC-SOLES","pubmed-22378884",1,"Train"
"NDC-SOLES","pubmed-26559786",1,"Train"
"NDC-SOLES","pubmed-27492494",1,"Train"
"NDC-SOLES","pubmed-29028156",1,"Train"
"NDC-SOLES","pubmed-30653853",1,"Train"
"NDC-SOLES","pubmed-31119867",1,"Test"
"NDC-SOLES","pubmed-33871180",1,"Train"
"NDC-SOLES","pubmed-35726031",1,"Test"
"NDC-SOLES","pubmed-24726472",1,"Train"
"NDC-SOLES","pubmed-27453576",1,"Train"
"NDC-SOLES","pubmed-29787855",1,"Test"
"NDC-SOLES","pubmed-24211371",1,"Train"
"NDC-SOLES","pubmed-30466882",1,"Train"
"NDC-SOLES","pubmed-32418612",1,"Test"
"NDC-SOLES","pubmed-32711953",1,"Train"
"NDC-SOLES","pubmed-34344536",1,"Train"
"NDC-SOLES","pubmed-34865853",1,"Train"
"NDC-SOLES","pubmed-27293187",1,"Train"
"NDC-SOLES","pubmed-27912058",1,"Test"
"NDC-SOLES","pubmed-28823556",1,"Test"
"NDC-SOLES","pubmed-31398341",1,"Train"
"NDC-SOLES","pubmed-32795412",1,"Train"
"NDC-SOLES","pubmed-25937288",1,"Test"
"NDC-SOLES","pubmed-26027926",1,"Train"
"NDC-SOLES","pubmed-26166566",1,"Test"
"NDC-SOLES","pubmed-27568567",1,"Train"
"NDC-SOLES","pubmed-28402856",1,"Test"
"NDC-SOLES","pubmed-30304677",1,"Train"
"NDC-SOLES","pubmed-30840899",1,"Train"
"NDC-SOLES","pubmed-32294447",1,"Train"
"NDC-SOLES","pubmed-33238114",1,"Train"
"NDC-SOLES","pubmed-33826902",1,"Test"
"NDC-SOLES","pubmed-36323257",1,"Test"
"NDC-SOLES","pubmed-25556659",1,"Train"
"NDC-SOLES","pubmed-29920279",1,"Train"
"NDC-SOLES","pubmed-32498016",1,"Train"
"NDC-SOLES","pubmed-33305180",1,"Train"
"NDC-SOLES","pubmed-35198865",1,"Train"
"NDC-SOLES","pubmed-29367010",1,"Train"
"NDC-SOLES","pubmed-30201312",1,"Train"
"NDC-SOLES","pubmed-25088363",1,"Train"
"NDC-SOLES","pubmed-25155956",1,"Train"
"NDC-SOLES","pubmed-26291161",1,"Train"
"NDC-SOLES","pubmed-26590342",1,"Test"
"NDC-SOLES","pubmed-26687841",1,"Train"
"NDC-SOLES","pubmed-27021170",1,"Test"
"NDC-SOLES","pubmed-29503190",1,"Train"
"NDC-SOLES","pubmed-30318412",1,"Train"
"NDC-SOLES","pubmed-30344048",1,"Train"
"NDC-SOLES","pubmed-30522820",1,"Train"
"NDC-SOLES","pubmed-30679017",1,"Test"
"NDC-SOLES","pubmed-31780330",1,"Train"
"NDC-SOLES","pubmed-32126198",1,"Train"
"NDC-SOLES","pubmed-32199104",1,"Train"
"NDC-SOLES","pubmed-33113347",1,"Train"
"NDC-SOLES","pubmed-34197733",1,"Train"
"NDC-SOLES","pubmed-34614421",1,"Train"
"NDC-SOLES","pubmed-35081333",1,"Train"
"NDC-SOLES","pubmed-35219402",1,"Train"
"NDC-SOLES","pubmed-27544825",1,"Train"
"NDC-SOLES","pubmed-31870807",1,"Train"
"NDC-SOLES","pubmed-29086765",1,"Train"
"NDC-SOLES","pubmed-25266127",1,"Test"
"NDC-SOLES","pubmed-25288137",1,"Train"
"NDC-SOLES","pubmed-26782054",1,"Train"
"NDC-SOLES","pubmed-28948974",1,"Train"
"NDC-SOLES","pubmed-28416808",1,"Train"
"NDC-SOLES","pubmed-26605526",1,"Train"
"NDC-SOLES","pubmed-26886798",1,"Test"
"NDC-SOLES","pubmed-27007844",1,"Test"
"NDC-SOLES","pubmed-27602517",1,"Train"
"NDC-SOLES","pubmed-28297715",1,"Train"
"NDC-SOLES","pubmed-29019980",1,"Train"
"NDC-SOLES","pubmed-27161151",1,"Train"
"NDC-SOLES","pubmed-25198012",1,"Train"
"NDC-SOLES","pubmed-25981743",1,"Train"
"NDC-SOLES","pubmed-27668656",1,"Test"
"NDC-SOLES","pubmed-28288114",1,"Train"
"NDC-SOLES","pubmed-24441682",1,"Train"
"NDC-SOLES","pubmed-25242307",1,"Train"
"NDC-SOLES","pubmed-27694995",1,"Train"
"NDC-SOLES","pubmed-28671691",1,"Train"
"NDC-SOLES","pubmed-26538449",1,"Test"
"NDC-SOLES","pubmed-30610205",1,"Train"
"NDC-SOLES","pubmed-30705426",1,"Train"
"NDC-SOLES","pubmed-31455858",1,"Train"
"NDC-SOLES","pubmed-33727673",1,"Test"
"NDC-SOLES","pubmed-33837267",1,"Train"
"NDC-SOLES","pubmed-35022531",1,"Test"
"NDC-SOLES","pubmed-35115700",1,"Train"
"NDC-SOLES","pubmed-30013074",1,"Train"
"NDC-SOLES","pubmed-30655503",1,"Train"
"NDC-SOLES","pubmed-30664622",1,"Train"
"NDC-SOLES","pubmed-31534115",1,"Train"
"NDC-SOLES","pubmed-35292625",1,"Train"
"NDC-SOLES","pubmed-32015323",1,"Train"
"NDC-SOLES","pubmed-29133852",1,"Train"
"NDC-SOLES","pubmed-30093665",1,"Test"
"NDC-SOLES","pubmed-31201320",1,"Train"
"NDC-SOLES","pubmed-32103003",1,"Test"
"NDC-SOLES","pubmed-32286273",1,"Train"
"NDC-SOLES","pubmed-33758193",1,"Train"
"NDC-SOLES","pubmed-34135323",1,"Train"
"NDC-SOLES","pubmed-34145239",1,"Train"
"NDC-SOLES","pubmed-34667149",1,"Train"
"NDC-SOLES","pubmed-34645823",1,"Train"
"NDC-SOLES","pubmed-35241668",1,"Train"
"NDC-SOLES","pubmed-35864088",1,"Test"
"NDC-SOLES","pubmed-36030255",1,"Train"
"NDC-SOLES","pubmed-31853066",1,"Train"
"NDC-SOLES","pubmed-32760004",1,"Train"
"NDC-SOLES","pubmed-33762729",1,"Train"
"NDC-SOLES","pubmed-31636454",1,"Train"
"NDC-SOLES","pubmed-29184200",1,"Train"
"NDC-SOLES","pubmed-29184203",1,"Train"
"NDC-SOLES","pubmed-29531362",1,"Train"
"NDC-SOLES","pubmed-29867081",1,"Train"
"NDC-SOLES","pubmed-30104731",1,"Train"
"NDC-SOLES","pubmed-30455454",1,"Train"
"NDC-SOLES","pubmed-30455457",1,"Train"
"NDC-SOLES","pubmed-31332372",1,"Train"
"NDC-SOLES","pubmed-28724954",1,"Train"
"NDC-SOLES","pubmed-29872062",1,"Train"
"NDC-SOLES","pubmed-31263190",1,"Train"
"NDC-SOLES","pubmed-31501495",1,"Train"
"NDC-SOLES","pubmed-32398858",1,"Test"
"NDC-SOLES","pubmed-32769989",1,"Train"
"NDC-SOLES","pubmed-32879325",1,"Test"
"NDC-SOLES","pubmed-32994505",1,"Train"
"NDC-SOLES","pubmed-33093534",1,"Test"
"NDC-SOLES","pubmed-35365720",1,"Train"
"NDC-SOLES","pubmed-36402907",1,"Train"
"NDC-SOLES","pubmed-26865403",1,"Train"
"NDC-SOLES","pubmed-27229316",1,"Train"
"NDC-SOLES","pubmed-27819284",1,"Train"
"NDC-SOLES","pubmed-25646590",1,"Train"
"NDC-SOLES","pubmed-28137836",1,"Train"
"NDC-SOLES","pubmed-30275311",1,"Train"
"NDC-SOLES","pubmed-31285321",1,"Train"
"NDC-SOLES","pubmed-31611379",1,"Train"
"NDC-SOLES","pubmed-26017580",1,"Train"
"NDC-SOLES","pubmed-29538625",1,"Train"
"NDC-SOLES","pubmed-28922833",1,"Train"
"NDC-SOLES","pubmed-29668850",1,"Train"
"NDC-SOLES","pubmed-31240311",1,"Train"
"NDC-SOLES","pubmed-24497577",1,"Train"
"NDC-SOLES","pubmed-27131348",1,"Train"
"NDC-SOLES","pubmed-27436578",1,"Train"
"NDC-SOLES","pubmed-29659809",1,"Train"
"NDC-SOLES","pubmed-26333994",1,"Test"
"NDC-SOLES","pubmed-26110222",1,"Train"
"NDC-SOLES","pubmed-28915148",1,"Train"
"NDC-SOLES","pubmed-24493647",1,"Train"
"NDC-SOLES","pubmed-26494785",1,"Train"
"NDC-SOLES","pubmed-28921757",1,"Train"
"NDC-SOLES","pubmed-28921675",1,"Train"
"NDC-SOLES","pubmed-25561290",1,"Train"
"NDC-SOLES","pubmed-28753255",1,"Train"
"NDC-SOLES","pubmed-33347690",1,"Train"
"NDC-SOLES","pubmed-34533985",1,"Train"
"NDC-SOLES","pubmed-35977029",1,"Train"
"NDC-SOLES","pubmed-24503856",1,"Train"
"NDC-SOLES","pubmed-26847545",1,"Train"
"NDC-SOLES","pubmed-32522805",1,"Test"
"NDC-SOLES","pubmed-29977282",1,"Train"
"NDC-SOLES","pubmed-34156984",1,"Train"
"NDC-SOLES","pubmed-35917186",1,"Train"
"NDC-SOLES","pubmed-28165338",1,"Train"
"NDC-SOLES","pubmed-30106381",1,"Train"
"NDC-SOLES","pubmed-33933000",1,"Test"
"NDC-SOLES","pubmed-27488351",1,"Train"
"NDC-SOLES","pubmed-28385162",1,"Train"
"NDC-SOLES","pubmed-33726803",1,"Train"
"NDC-SOLES","pubmed-30792833",1,"Train"
"NDC-SOLES","pubmed-30962870",1,"Train"
"NDC-SOLES","pubmed-33023670",1,"Train"
"NDC-SOLES","pubmed-33468258",1,"Train"
"NDC-SOLES","pubmed-33757588",1,"Train"
"NDC-SOLES","pubmed-35303947",1,"Test"
"NDC-SOLES","pubmed-35538503",1,"Train"
"NDC-SOLES","pubmed-27864380",1,"Train"
"NDC-SOLES","pubmed-26515654",1,"Train"
"NDC-SOLES","pubmed-31600191",1,"Train"
"NDC-SOLES","pubmed-28813484",1,"Train"
"NDC-SOLES","pubmed-34021030",1,"Train"
"NDC-SOLES","pubmed-28795135",1,"Train"
"NDC-SOLES","pubmed-31704787",1,"Train"
"NDC-SOLES","pubmed-34848499",1,"Train"
"NDC-SOLES","pubmed-28978667",1,"Train"
"NDC-SOLES","pubmed-31988060",1,"Train"
"NDC-SOLES","pubmed-26558778",1,"Train"
"NDC-SOLES","pubmed-27903723",1,"Train"
"NDC-SOLES","pubmed-26134648",1,"Train"
"NDC-SOLES","pubmed-25609613",1,"Train"
"NDC-SOLES","pubmed-32510763",1,"Train"
"NDC-SOLES","pubmed-27812326",1,"Test"
"NDC-SOLES","pubmed-35449559",1,"Train"
"NDC-SOLES","pubmed-35711692",1,"Train"
"NDC-SOLES","pubmed-23761734",1,"Train"
"NDC-SOLES","pubmed-30405356",1,"Train"
"NDC-SOLES","pubmed-29970987",1,"Train"
"NDC-SOLES","pubmed-29970989",1,"Train"
"NDC-SOLES","pubmed-30842726",1,"Train"
"NDC-SOLES","pubmed-31680851",1,"Train"
"NDC-SOLES","pubmed-25745399",1,"Train"
"NDC-SOLES","pubmed-25237666",1,"Train"
"NDC-SOLES","pubmed-35754477",1,"Train"
"NDC-SOLES","pubmed-28867767",1,"Train"
"NDC-SOLES","pubmed-30636904",1,"Train"
"NDC-SOLES","pubmed-26158416",1,"Train"
"NDC-SOLES","pubmed-27779093",1,"Train"
"NDC-SOLES","pubmed-28695822",1,"Train"
"NDC-SOLES","pubmed-30973326",1,"Test"
"NDC-SOLES","pubmed-33155545",1,"Train"
"NDC-SOLES","pubmed-24465979",1,"Test"
"NDC-SOLES","pubmed-18599438",1,"Test"
"NDC-SOLES","pubmed-16368758",1,"Train"
"NDC-SOLES","pubmed-19595767",1,"Train"
"NDC-SOLES","pubmed-20392954",1,"Train"
"NDC-SOLES","pubmed-7926784",1,"Train"
"NDC-SOLES","pubmed-20357110",1,"Train"
"NDC-SOLES","pubmed-12805550",1,"Train"
"NDC-SOLES","pubmed-19627984",1,"Test"
"NDC-SOLES","pubmed-28696432",1,"Train"
"NDC-SOLES","pubmed-17640820",1,"Test"
"NDC-SOLES","pubmed-11560960",1,"Test"
"NDC-SOLES","pubmed-9430716",1,"Train"
"NDC-SOLES","pubmed-20016099",1,"Train"
"NDC-SOLES","pubmed-19145222",1,"Train"
"NDC-SOLES","pubmed-11544478",1,"Train"
"NDC-SOLES","pubmed-36035149",1,"Train"
"NDC-SOLES","pubmed-7920653",1,"Train"
"NDC-SOLES","pubmed-8673131",1,"Test"
"NDC-SOLES","pubmed-12598599",1,"Train"
"NDC-SOLES","pubmed-12379852",1,"Train"
"NDC-SOLES","pubmed-8789948",1,"Train"
"NDC-SOLES","pubmed-11875047",1,"Test"
"NDC-SOLES","pubmed-20573883",1,"Train"
"NDC-SOLES","pubmed-23097495",1,"Train"
"NDC-SOLES","pubmed-18371367",1,"Train"
"NDC-SOLES","pubmed-15184377",1,"Test"
"NDC-SOLES","pubmed-16251435",1,"Test"
"NDC-SOLES","pubmed-20105235",1,"Test"
"NDC-SOLES","pubmed-20696245",1,"Train"
"NDC-SOLES","pubmed-23268962",1,"Train"
"NDC-SOLES","pubmed-23760474",1,"Train"
"NDC-SOLES","pubmed-16763026",1,"Train"
"NDC-SOLES","pubmed-10491404",1,"Train"
"NDC-SOLES","pubmed-10827969",1,"Train"
"NDC-SOLES","pubmed-15066271",1,"Train"
"NDC-SOLES","pubmed-34588434",1,"Train"
"NDC-SOLES","pubmed-11580894",1,"Train"
"NDC-SOLES","pubmed-16022389",1,"Train"
"NDC-SOLES","pubmed-19998492",1,"Train"
"NDC-SOLES","pubmed-20007372",1,"Test"
"NDC-SOLES","pubmed-15194823",1,"Train"
"NDC-SOLES","pubmed-11797009",1,"Train"
"NDC-SOLES","pubmed-26286618",1,"Train"
"NDC-SOLES","pubmed-9832558",1,"Train"
"NDC-SOLES","pubmed-10973973",1,"Train"
"NDC-SOLES","pubmed-19659572",1,"Train"
"NDC-SOLES","pubmed-27485686",1,"Train"
"NDC-SOLES","pubmed-10500095",1,"Train"
"NDC-SOLES","pubmed-15146240",1,"Train"
"NDC-SOLES","pubmed-10485705",1,"Train"
"NDC-SOLES","pubmed-19225110",1,"Train"
"NDC-SOLES","pubmed-17101632",1,"Train"
"NDC-SOLES","pubmed-22539951",1,"Train"
"NDC-SOLES","pubmed-19081379",1,"Test"
"NDC-SOLES","pubmed-16106363",1,"Train"
"NDC-SOLES","pubmed-22153375",1,"Train"
"NDC-SOLES","pubmed-29891949",1,"Test"
"NDC-SOLES","pubmed-7605629",1,"Train"
"NDC-SOLES","pubmed-29739816",1,"Test"
"NDC-SOLES","pubmed-29800644",1,"Train"
"NDC-SOLES","pubmed-24773431",1,"Train"
"NDC-SOLES","pubmed-28894415",1,"Train"
"NDC-SOLES","pubmed-29899064",1,"Test"
"NDC-SOLES","pubmed-30557783",1,"Test"
"NDC-SOLES","pubmed-26321676",1,"Train"
"NDC-SOLES","pubmed-27313794",1,"Test"
"NDC-SOLES","pubmed-27329765",1,"Train"
"NDC-SOLES","pubmed-27365498",1,"Train"
"NDC-SOLES","pubmed-28760966",1,"Train"
"NDC-SOLES","pubmed-29286317",1,"Train"
"NDC-SOLES","pubmed-23451101",1,"Train"
"NDC-SOLES","pubmed-28958035",1,"Train"
"NDC-SOLES","pubmed-29802263",1,"Train"
