"","Threshold","Utility","Specificity","Sensitivity","Precision","F1","Balanced.Accuracy","Chosen"
"87",0.87,0.608695652173913,1,0.530434782608696,1,0.693181818181818,0.765217391304348,0
"88",0.88,0.58695652173913,1,0.504347826086956,1,0.670520231213873,0.752173913043478,0
"89",0.89,0.557971014492754,1,0.469565217391304,1,0.63905325443787,0.734782608695652,0
"90",0.9,0.521739130434783,1,0.426086956521739,1,0.597560975609756,0.71304347826087,0
"91",0.91,0.463768115942029,1,0.356521739130435,1,0.525641025641026,0.678260869565217,0
"92",0.92,0.442028985507246,1,0.330434782608696,1,0.496732026143791,0.665217391304348,0
"93",0.93,0.41304347826087,1,0.295652173913043,1,0.456375838926175,0.647826086956522,0
"94",0.94,0.398550724637681,1,0.278260869565217,1,0.435374149659864,0.639130434782609,0
"95",0.95,0.376811594202899,1,0.252173913043478,1,0.402777777777778,0.626086956521739,0
"96",0.96,0.355072463768116,1,0.226086956521739,1,0.368794326241135,0.61304347826087,0
"97",0.97,0.282608695652174,1,0.139130434782609,1,0.244274809160305,0.569565217391304,0
"98",0.98,0.22463768115942,1,0.0695652173913043,1,0.130081300813008,0.534782608695652,0
"99",0.99,0.181159420289855,1,0.0173913043478261,1,0.0341880341880342,0.508695652173913,0
"100",1,0.166666666666667,1,0,NA,NA,0.5,0
Confusion Matrix and Statistics

          Reference
Prediction TRUE FALSE
     TRUE   110    15
     FALSE    5   367
                                          
               Accuracy : 0.9598          
                 95% CI : (0.9385, 0.9752)
    No Information Rate : 0.7686          
    P-Value [Acc > NIR] : < 2e-16         
                                          
                  Kappa : 0.8902          
                                          
 Mcnemar's Test P-Value : 0.04417         
                                          
            Sensitivity : 0.9565          
            Specificity : 0.9607          
         Pos Pred Value : 0.8800          
         Neg Pred Value : 0.9866          
             Prevalence : 0.2314          
         Detection Rate : 0.2213          
   Detection Prevalence : 0.2515          
      Balanced Accuracy : 0.9586          
                                          
       'Positive' Class : TRUE            
                                          
